id,house_type,locality,city,area,beds,bathrooms,balconies,furnishing,area_rate,rent
878,"3 BHK Flat for Rent in Godhani, Nagpur",Godhani,Nagpur,1700,3,2,0,Semi-Furnished,9,16000
879,"2 BHK Flat for Rent in VTP Purvanchal , Wagholi, Pune",Wagholi,Pune,719,2,2,0,Unfurnished,22,16000
880,"1 BHK Flat for Rent in Badli Rohini, New Delhi",Badli,New Delhi,6,1,1,0,Semi-Furnished,11,7000
881,"2 BHK Flat for Rent in Snehangan Residency, Wakad, Pune",Wakad,Pune,928,2,2,0,Semi-Furnished,29,27000
882,"1 BHK Flat for Rent in Raheja Classique, Andheri West, Mumbai",Andheri West,Mumbai,400,1,1,2,Furnished,150,60000
883,2 BHK House for Rent in Shivaji Nagar Narela Mandi New Delhi,Shivaji Nagar,New Delhi,720,2,2,0,Semi-Furnished,7,5000
884,"1 BHK Flat for Rent in New Moti Nagar, Kirti Nagar, New Delhi",New Moti Nagar,New Delhi,1000,1,1,0,Unfurnished,14,14000
885,"1 BHK Flat for Rent in Mayfair The View, Vikhroli West, Mumbai",Vikhroli West,Mumbai,450,1,1,0,Unfurnished,69,31000
886,"2 BHK Villa for Rent in Lingarajapuram, Lingarajapuram, Hennur Main Road Bangalore",Lingarajapuram,Bangalore,900,2,2,0,Semi-Furnished,22,20000
887,"4 BHK Flat for Rent in Anand Niketan, New Delhi",Anand Niketan,New Delhi,2700,4,5,3,Semi-Furnished,111,300000
888,"3 BHK Flat for Rent in Hsr Layout, Bangalore",HSR Layout,Bangalore,1479,3,3,0,Semi-Furnished,34,50000
889,"3 BHK Flat for Rent in Greater Kailash Enclave 1, New Delhi",Greater Kailash Enclave 1,New Delhi,1800,3,3,0,Furnished,50,90000
890,"2 BHK Flat for Rent in Santacruz West, Mumbai",Santacruz West,Mumbai,900,2,2,2,Furnished,89,80000
891,"2 BHK Flat for Rent in Sahakar Nagar, Bangalore",Sahakara Nagar,Bangalore,1400,2,2,3,Semi-Furnished,24,33500
892,"5 BHK Flat for Rent in Vile Parle West, Mumbai",Vile Parle West,Mumbai,2000,5,5,3,Unfurnished,200,400000
893,2 BHK House for Rent in Kharadi Pune,Kharadi,Pune,900,2,2,0,Unfurnished,17,15000
894,"3 BHK Flat for Rent in Kudlu Gate, Bangalore",Kudlu Gate,Bangalore,1560,3,2,0,Semi-Furnished,38,60000
895,"3 BHK Flat for Rent in Siddhartha Enclave, New Delhi",Siddhartha Enclave,New Delhi,1800,3,3,2,Semi-Furnished,31,55000
896,3 BHK Villa for Rent in Yelahanka Bangalore,Yelahanka,Bangalore,3000,3,3,0,Furnished,23,70000
897,"1 BHK Flat for Rent in Crystal, Mira Road Area, Mumbai",Mira Road,Mumbai,425,1,2,0,Semi-Furnished,113,48000
898,"2 BHK Flat for Rent in Trimurti Nagar, Nagpur",Trimurti Nagar,Nagpur,1000,2,1,0,Semi-Furnished,14,14000
899,"2 BHK Flat for Rent in Nandanvan, Nagpur",Nandanvan,Nagpur,800,2,1,0,Semi-Furnished,20,16000
900,"2 BHK Flat for Rent in Hinjawadi Wakad Road, Pune",Hinjawadi Wakad Road,Pune,754,2,2,2,Furnished,37,28000
901,1 BHK House for Rent in Munnekollal Bangalore,Munnekollal,Bangalore,600,1,1,0,Semi-Furnished,17,10000
902,"1 BHK Flat for Rent in Chinchwad, Pimpri Chinchwad, Pune",Chinchwad,Pune,625,1,1,0,Semi-Furnished,24,15000
903,"2 BHK Flat for Rent in Kasturi Square, Besa, Nagpur",Besa,Nagpur,623,2,2,0,Unfurnished,8,5000
904,"1 BHK House for Rent in Veerannapalya, Nagavara Bangalore",Veerannapalya,Bangalore,150,1,1,0,Furnished,40,6000
905,"3 BHK Flat for Rent in Naiknavare Kutumb Prime, Vadgaon, Pune",Vadgaon,Pune,1672,3,4,0,Unfurnished,30,50000
906,"2 BHK Flat for Rent in Optima Heights, Wagholi, Pune",Wagholi,Pune,660,2,2,2,Semi-Furnished,24,16000
907,3 BHK House for Rent in Janakpuri New Delhi,Janakpuri,New Delhi,1300,3,2,0,Semi-Furnished,27,35000
908,"4 BHK Flat for Rent in Pai Layout Mahadevapura, Bangalore",Pai Layout Mahadevapura,Bangalore,2700,4,4,2,Semi-Furnished,34,93000
909,"1 BHK Flat for Rent in Vikhroli East, Mumbai",Vikhroli East,Mumbai,550,1,1,0,Unfurnished,45,25000
910,"2 BHK Flat for Rent in Blue Mountain Towers, Shastri Nagar Andheri West, Mumbai",Shastri Nagar Andheri West,Mumbai,790,2,2,0,Furnished,108,85000
911,"2 BHK Flat for Rent in Ramamurthy Nagar, Bangalore",Ramamurthy Nagar,Bangalore,600,2,2,0,Semi-Furnished,12,7000
912,4 BHK House for Rent in Sector 11 Rohini New Delhi,Sector 11 Rohini,New Delhi,1500,4,3,3,Unfurnished,27,40000
913,3 BHK House for Rent in Gopal Nagar Extension New Delhi,Gopal Nagar Extension,New Delhi,1650,3,2,0,Furnished,24,40000
914,"3 BHK Flat for Rent in Kammanahalli, Bangalore",Kammanahalli,Bangalore,1900,3,3,2,Furnished,45,85000
915,3 BHK House for Rent in Sarjapur Road Bangalore,Sarjapur Road,Bangalore,4100,3,4,0,Semi-Furnished,14,58000
916,"4 BHK Flat for Rent in Block F Vikaspuri, New Delhi",Vikaspuri Block F,New Delhi,2500,4,4,5,Furnished,36,89000
917,"2 BHK Flat for Rent in Central Avenue, Nagpur",Central Avenue,Nagpur,900,2,2,2,Unfurnished,20,18000
918,"3 BHK Flat for Rent in Monte South, Byculla, Mumbai",Byculla,Mumbai,1177,3,3,0,Semi-Furnished,178,210000
919,"4 BHK Flat for Rent in Block B1 Janakpuri, New Delhi",Janakpuri Block B1,New Delhi,2900,4,4,2,Unfurnished,29,85000
920,"2 BHK Flat for Rent in Icon Imperio, Wagholi, Pune",Wagholi,Pune,850,2,2,0,Furnished,31,26000
921,"2 BHK Flat for Rent in Dapodi, Pimpri Chinchwad, Pune",Dapodi,Pune,650,2,1,0,Unfurnished,23,15000
922,"1 BHK Flat for Rent in Wagholi, Pune",Wagholi,Pune,625,1,1,0,Unfurnished,19,12000
923,1 BHK House for Rent in Dighi Pune,Dighi,Pune,750,1,1,0,Unfurnished,12,9000
924,"2 BHK Flat for Rent in RWA Kalkaji Block D, Kalkaji, New Delhi",Kalkaji,New Delhi,900,2,2,2,Furnished,56,50000
925,"3 BHK Flat for Rent in Andheri East, Mumbai",Andheri East,Mumbai,1500,3,3,0,Furnished,53,80000
926,2 BHK House for Rent in Wardhaman Nagar Nagpur,Wardhaman Nagar,Nagpur,1500,2,2,0,Unfurnished,7,11000
927,1 BHK House for Rent in Bengaluru Kanakapura Road Bangalore,Bengaluru Kanakapura Road,Bangalore,800,1,1,0,Unfurnished,22,18000
928,"3 BHK Villa for Rent in Sandesh City Row House, Jamtha Nagpur",Jamtha,Nagpur,1300,3,3,3,Semi-Furnished,8,10000
929,"1 BHK Flat for Rent in Gomata Janta CHS, Lower Parel, Mumbai",Lower Parel,Mumbai,225,1,1,0,Semi-Furnished,111,25000
930,"2 BHK Flat for Rent in Burari, New Delhi",Burari,New Delhi,900,2,2,0,Semi-Furnished,11,10000
931,"1 BHK Flat for Rent in West Patel Nagar, New Delhi",Patel Nagar West,New Delhi,600,1,1,0,Semi-Furnished,33,19900
932,"2 BHK Flat for Rent in Kasavanahalli, Bangalore",Kasavanahalli,Bangalore,1084,2,2,3,Semi-Furnished,25,27500
933,"2 BHK Flat for Rent in Najafgarh, New Delhi",Najafgarh,New Delhi,585,2,1,0,Unfurnished,11,6500
934,"2 BHK Flat for Rent in Santacruz West, Mumbai",Santacruz West,Mumbai,750,2,2,0,Unfurnished,87,65000
935,"2 BHK Flat for Rent in Narela, New Delhi",Narela,New Delhi,925,2,1,0,Unfurnished,16,15000
936,"3 BHK Flat for Rent in DLF Capital Greens 1 and 2, Moti Nagar, Kirti Nagar, New Delhi",Moti Nagar,New Delhi,1680,3,3,0,Semi-Furnished,30,50000
937,1 BHK House for Rent in Shanti Nagar Bangalore,Shanti Nagar,Bangalore,400,1,1,0,Unfurnished,32,13000
938,"3 BHK Villa for Rent in Techops Garden, Umred Road Nagpur",Umred Road,Nagpur,1230,3,3,3,Semi-Furnished,15,18000
939,"2 BHK Flat for Rent in Wathoda, Nagpur",Wathoda,Nagpur,1010,2,2,0,Semi-Furnished,15,15000
940,"1 BHK Flat for Rent in Badarpur, New Delhi",Badarpur,New Delhi,646,1,1,3,Unfurnished,39,25000
941,4 BHK Villa for Rent in Chembur Mumbai,Chembur,Mumbai,2200,4,4,0,Unfurnished,73,160000
942,"2 BHK Flat for Rent in Chinchwad, Pimpri Chinchwad, Pune",Chinchwad,Pune,800,2,1,0,Semi-Furnished,26,21000
943,"3 BHK Flat for Rent in Rayasandra Main Road, Bangalore",Rayasandra Main Road,Bangalore,1300,3,3,2,Semi-Furnished,31,40000
944,3 BHK Villa for Rent in Kanakapura Road Bangalore,Kanakapura Road,Bangalore,1690,3,3,0,Semi-Furnished,24,40000
945,"2 BHK Flat for Rent in Uruli Devachi, Pune",Uruli Devachi,Pune,1032,2,2,0,Semi-Furnished,12,12000
946,5 BHK House for Rent in Nagapura Bangalore,Nagapura,Bangalore,2500,5,4,0,Unfurnished,32,80000
947,"2 BHK Flat for Rent in Manjri Greenwoods, Manjri, Manjri Budruk, Pune",Manjri,Pune,1380,2,3,2,Furnished,21,29000
948,"2 BHK Flat for Rent in Neb Sarai Sainik Farm, New Delhi",Neb Sarai,New Delhi,900,2,2,2,Unfurnished,13,12000
949,"1 BHK House for Rent in Sai Krupa Apartment, Bhandup East Mumbai",Bhandup East,Mumbai,260,1,1,0,Unfurnished,46,12000
950,1 BHK House for Rent in Mahipalpur New Delhi,Mahipalpur,New Delhi,100,1,1,0,Semi-Furnished,80,8000
951,"1 BHK Flat for Rent in DDA Park View Apartments, Vikaspuri, New Delhi",Vikaspuri,New Delhi,700,1,1,0,Semi-Furnished,21,14500
952,"2 BHK Flat for Rent in Gulshan Nagar, Mumbai",Gulshan Nagar,Mumbai,566,2,2,0,Unfurnished,88,50000
953,"2 BHK Flat for Rent in Sunteck One World, Naigaon East, Mumbai",Naigaon East,Mumbai,540,2,2,3,Furnished,37,20000
954,"2 BHK Flat for Rent in Punawale, Pimpri Chinchwad, Pune",Punawale,Pune,777,2,2,0,Semi-Furnished,32,25000
955,"2 BHK Flat for Rent in Bannerghatta Main Road, Bangalore",Bannerghatta Road,Bangalore,1050,2,2,0,Semi-Furnished,33,35000
956,"2 BHK Flat for Rent in Nigdi, Pimpri Chinchwad, Pune",Nigdi,Pune,1000,2,2,0,Unfurnished,25,25000
957,"2 BHK Flat for Rent in Guru Nanak Nagar, Chaukhandi, New Delhi",Chokhandi,New Delhi,200,2,1,0,Furnished,275,55000
958,"2 BHK Flat for Rent in Pamposh Enclave, Greater Kailash, New Delhi",Pamposh Enclave,New Delhi,1250,2,2,2,Semi-Furnished,60,75000
959,"1 BHK House for Rent in Gorai Chinmay, Borivali West Mumbai",Borivali West,Mumbai,250,1,1,0,Unfurnished,48,12000
960,"3 BHK Flat for Rent in Fressia Ranibello, Malad East, Mumbai",Malad East,Mumbai,1590,3,3,0,Semi-Furnished,75,120000
961,"2 BHK Flat for Rent in Venkatesh Graffiti Glover, Keshav Nagar Mundhwa, Pune",Keshav Nagar,Pune,780,2,2,2,Semi-Furnished,35,27000
962,3 BHK Villa for Rent in Wardha Road Nagpur,Wardha Road,Nagpur,2000,3,2,0,Unfurnished,5,10000
963,"3 BHK Flat for Rent in Dighi, Pune",Dighi,Pune,1280,3,2,2,Furnished,17,22000
964,"2 BHK Flat for Rent in Manik Baug, Anand Nagar, Pune",Manik Baug,Pune,950,2,2,0,Furnished,19,18000
965,1 BHK House for Rent in Kurla East Mumbai,Kurla East,Mumbai,560,1,2,0,Semi-Furnished,54,30000
966,"3 BHK Flat for Rent in Hennur Main Road, Bangalore",Hennur Main Road,Bangalore,1740,3,3,0,Semi-Furnished,32,55000
967,"1 BHK Flat for Rent in Ashirwad Co Operative Society, Andheri East, Mumbai",Andheri East,Mumbai,625,1,1,0,Unfurnished,56,35000
968,1 BHK House for Rent in Mico Layout Hongasandra Bangalore,Mico Layout,Bangalore,400,1,1,0,Unfurnished,45,18000
969,"2 BHK Flat for Rent in New Nana Peth, Pune",Nana Peth,Pune,750,2,1,0,Semi-Furnished,27,20000
970,"3 BHK Flat for Rent in Lamplight Building, JVPD Scheme, Mumbai",JVPD Scheme,Mumbai,976,3,3,0,Unfurnished,138,140000
971,"1 BHK Flat for Rent in Powai Vihar Complex, Central Area, Mumbai",Central Area,Mumbai,410,1,1,0,Unfurnished,95,39000
972,"2 BHK Flat for Rent in Mantra Senses, Handewadi, Pune",Handewadi,Pune,567,2,2,3,Semi-Furnished,31,17500
973,"2 BHK Flat for Rent in Palam Colony Palam, New Delhi",Palam Colony,New Delhi,700,2,2,2,Semi-Furnished,21,15000
974,"4 BHK Flat for Rent in Kempapura, Bangalore",Kempapura,Bangalore,4500,4,4,3,Semi-Furnished,78,350000
975,"3 BHK Flat for Rent in Delhi Citizen Apartment, Sector 13 Rohini, New Delhi",Sector 13 Rohini,New Delhi,9,3,2,2,Furnished,37,34000
976,"1 BHK Flat for Rent in Wagheshwar Nagar Housing Society, Wagholi Road, Pune",Wagholi Road,Pune,600,1,1,0,Semi-Furnished,17,10000
977,"3 BHK Flat for Rent in Vigyan Vihar, Surajmal Vihar, New Delhi",Vigyan Vihar,New Delhi,1791,3,2,0,Semi-Furnished,30.666666666666668,55000
978,"3 BHK Flat for Rent in Panchshil Towers, Kharadi, Pune",Kharadi,Pune,1661,3,3,2,Unfurnished,54,90000
979,"1 BHK Flat for Rent in Dilshad Garden, New Delhi",Dilshad Garden,New Delhi,500,1,1,0,Unfurnished,26,13000
980,"1 BHK Flat for Rent in Horamavu, Bangalore",Horamavu,Bangalore,992,1,1,0,Furnished,20,20000
981,3 BHK House for Rent in East Of Kailash New Delhi,East Of Kailash,New Delhi,1800,3,2,0,Unfurnished,22,40000
982,"1 BHK Flat for Rent in DDA Shivam Enclave, Jhilmil Colony, New Delhi",Jhilmil Colony,New Delhi,566,1,2,2,Semi-Furnished,11,6000
983,2 BHK House for Rent in Phase 5 JP Nagar Bangalore,Phase 5 JP Nagar,Bangalore,1400,2,3,2,Semi-Furnished,21,30000
984,"3 BHK Flat for Rent in Ekta Tripolis, Siddharth Nagar Goregaon West, Mumbai",Siddharth Nagar Goregaon West,Mumbai,1074,3,3,0,Unfurnished,84,90164
985,"2 BHK Flat for Rent in Raheja Tipco Heights, Malad East, Mumbai",Malad East,Mumbai,730,2,2,0,Semi-Furnished,96,70000
986,"3 BHK Flat for Rent in Ruby Light, Khar West, Mumbai",Khar West,Mumbai,1400,3,4,0,Furnished,232,330000
987,"1 BHK Flat for Rent in Green Fields, Andheri East, Mumbai",Andheri East,Mumbai,532,1,1,0,Unfurnished,60,31900
988,"3 BHK Flat for Rent in Hardev Nagar, Burari, New Delhi",Hardev Nagar,New Delhi,790,3,2,0,Unfurnished,20,16000
989,"2 BHK Flat for Rent in Nanis Vedant Garnet, Sone Gaon, Nagpur",Sone Gaon,Nagpur,1000,2,2,0,Unfurnished,22,22000
990,2 BHK House for Rent in Adarsh Nagar New Delhi,Adarsh Nagar,New Delhi,100,2,2,0,Unfurnished,85,8500
991,2 BHK House for Rent in Sector 15 Dwarka New Delhi,Sector 15 Dwarka,New Delhi,1044,2,2,0,Unfurnished,14,15000
992,"2 BHK Flat for Rent in Thanisandra, Bangalore",Thanisandra,Bangalore,1045,2,2,0,Unfurnished,35,37000
993,"2 BHK Flat for Rent in Hingna Road, Nagpur",Hingna Road,Nagpur,538,2,2,0,Unfurnished,15,8000
994,"2 BHK Flat for Rent in Parel, Mumbai",Parel,Mumbai,800,2,2,0,Semi-Furnished,106,85000
995,"1 BHK Flat for Rent in Burari, New Delhi",Burari,New Delhi,600,1,1,0,Unfurnished,12,7000
996,"2 BHK Flat for Rent in Kalkaji, New Delhi",Kalkaji,New Delhi,1800,2,2,2,Furnished,27.77777777777778,50000
997,3 BHK Villa for Rent in Sarjapura Bangalore,Sarjapur,Bangalore,1550,3,3,0,Unfurnished,22,34000
998,"3 BHK Flat for Rent in Saraswati Apartment, Patparganj, New Delhi",Patparganj,New Delhi,1540,3,2,2,Unfurnished,29,45000
999,"2 BHK Flat for Rent in Megapolis Sangria Towers, Hinjawadi, Pune",Hinjewadi,Pune,930,2,2,2,Furnished,34,32000
1000,"3 BHK Flat for Rent in Hsr Layout, Bangalore",HSR Layout,Bangalore,2000,3,3,0,Furnished,40,80000
1001,"2 BHK Flat for Rent in Konark Orchids, Wagholi, Pune",Wagholi,Pune,1250,2,2,0,Semi-Furnished,18,22000
1002,"5 BHK Flat for Rent in Gods Blessings, Koregaon Park, Pune",Koregaon Park,Pune,5500,5,5,3,Unfurnished,86,480000
1003,"4 BHK Flat for Rent in Mount Unique Residences, Baner, Pune",Baner,Pune,2000,4,4,2,Semi-Furnished,38,75000
1004,"1 BHK Flat for Rent in Khanpur, Madangir, New Delhi",Khanpur,New Delhi,450,1,1,0,Unfurnished,18,8000
1005,"2 BHK Flat for Rent in Sector 9 Rohini, New Delhi",Sector 9 Rohini,New Delhi,350,2,2,0,Furnished,66,23000
1006,2 BHK House for Rent in Vipin Garden Extension North Block New Delhi,Vipin Garden Extension North Block,New Delhi,800,2,1,0,Semi-Furnished,18,14000
1007,"1 BHK Flat for Rent in 2nd Block Rajajinagar, Bangalore",Rajaji Nagar Block 2,Bangalore,650,1,1,0,Semi-Furnished,23,15000
1008,"2 BHK Flat for Rent in Satellite Towers, Koregaon Park, Pune",Koregaon Park,Pune,1250,2,2,2,Unfurnished,40,50000
1009,"3 BHK Flat for Rent in Sri Balaji Layout, Bangalore",Sri Balaji Layout,Bangalore,1432,3,2,2,Semi-Furnished,21,30000
1010,"2 BHK Flat for Rent in Kanakapura Road, Bangalore",Kanakapura Road,Bangalore,1218,2,2,2,Semi-Furnished,39,48000
1011,"2 BHK Flat for Rent in Balagere, Bangalore",Balagere,Bangalore,850,2,2,0,Semi-Furnished,47,40000
1012,"3 BHK Flat for Rent in Dollars Colony Stage 2nd RMV, Bangalore",Dollars Colony,Bangalore,1300,3,3,2,Semi-Furnished,115,150000
1013,"3 BHK Flat for Rent in Kumar Pratham, Moshi, Pune",Moshi,Pune,1180,3,3,0,Semi-Furnished,27,32000
1014,"1 BHK Flat for Rent in Borivali West, Mumbai",Borivali West,Mumbai,450,1,2,2,Unfurnished,64,29000
1015,"3 BHK House for Rent in Sarita Vihar, Mathura Road New Delhi",Sarita Vihar,New Delhi,1500,3,2,0,Unfurnished,13,20000
1016,"2 BHK Flat for Rent in RBI Employee Shanti , Dahanukar Wadi, Mumbai",Dahanukar Wadi,Mumbai,650,2,2,0,Unfurnished,65,42000
1017,"1 BHK Flat for Rent in White Flower, Nagpada, Mumbai",Nagpada,Mumbai,390,1,2,0,Unfurnished,115,45000
1018,"3 BHK Flat for Rent in Chittaranjan Park, New Delhi",Chittaranjan Park,New Delhi,1440,3,3,2,Semi-Furnished,45.11111111111112,65000
1019,"1 BHK Flat for Rent in Bindapur, New Delhi",Bindapur,New Delhi,360,1,1,0,Unfurnished,17,6000
1020,"2 BHK Flat for Rent in Judicial Layout, Yelahanka, Bangalore",Judicial Layout,Bangalore,720,2,2,0,Semi-Furnished,42,30000
1021,"2 BHK Flat for Rent in Gunjur, Bangalore",Gunjur,Bangalore,1255,2,2,0,Semi-Furnished,30,38000
1022,"2 BHK Flat for Rent in Cox Town, Bangalore",Cox Town,Bangalore,1035,2,2,0,Semi-Furnished,41,42000
1023,3 BHK House for Rent in Vikaspuri New Delhi,Vikaspuri,New Delhi,2000,3,3,0,Furnished,75,150000
1024,2 BHK House for Rent in Gopal Nagar Nagpur,Gopal Nagar,Nagpur,900,2,1,0,Unfurnished,17,15000
1025,"3 BHK Flat for Rent in Whitefield, Bangalore",Whitefield,Bangalore,1839,3,3,2,Unfurnished,38,70000
1026,2 BHK House for Rent in Pitam Pura New Delhi,Pitampura,New Delhi,10,2,1,0,Unfurnished,13,13500
1027,"2 BHK Flat for Rent in NG Suncity, Kandivali East, Mumbai",Kandivali East,Mumbai,630,2,2,0,Semi-Furnished,62,39000
1028,"2 BHK Flat for Rent in Singasandra, Hosur Road, Bangalore",Singasandra,Bangalore,1000,2,2,2,Semi-Furnished,20,20000
1029,"3 BHK Flat for Rent in Saket, New Delhi",Saket,New Delhi,1620,3,3,0,Unfurnished,30.88888888888889,50000
1030,1 BHK House for Rent in New Rohtak Road New Delhi,New Rohtak Road,New Delhi,225,1,1,0,Furnished,53,12000
1031,"2 BHK Flat for Rent in L&T Crescent Bay, Parel, Mumbai",Parel,Mumbai,900,2,2,0,Unfurnished,122,110000
1032,1 BHK House for Rent in Geetanjali Enclave Malviya Nagar New Delhi,Geetanjali Enclave,New Delhi,800,1,1,0,Semi-Furnished,53,42000
1033,2 BHK House for Rent in Burari New Delhi,Burari,New Delhi,1125,2,2,0,Furnished,13,15000
1034,"2 BHK Flat for Rent in Salsette 27, Byculla, Mumbai",Byculla,Mumbai,800,2,2,3,Semi-Furnished,188,150000
1035,2 BHK House for Rent in Sector 7 Rohini New Delhi,Sector 7 Rohini,New Delhi,6,2,2,0,Semi-Furnished,31,20000
1036,1 BHK House for Rent in Govandi Mumbai,Govandi,Mumbai,100,1,1,0,Unfurnished,50,5000
1037,"3 BHK House for Rent in S P Associates S H Town, Narsala Nagpur",Narsala,Nagpur,1400,3,3,3,Semi-Furnished,11,15000
1038,"1 BHK Flat for Rent in Bharati Vidyapeeth Campus, Pune",Bharati Vidyapeeth Campus,Pune,500,1,1,0,Unfurnished,26,13000
1039,"1 BHK Flat for Rent in Wagholi Road, Pune",Wagholi Road,Pune,650,1,1,0,Unfurnished,12,7500
1040,"2 BHK Flat for Rent in Block C Bhajanpura, New Delhi",Block C Bhajanpura,New Delhi,800,2,2,0,Semi-Furnished,12,10000
1041,"3 BHK Flat for Rent in Manish Nagar, Nagpur",Manish Nagar,Nagpur,1200,3,2,0,Unfurnished,11,13000
1042,"3 BHK Flat for Rent in 33 West Avenue, Pan Card Club Road, Pune",Pan Card Club Road,Pune,1430,3,4,4,Unfurnished,38,55000
1043,"1 BHK Flat for Rent in Royal Palms, Aarey Colony, Mumbai",Aarey Colony,Mumbai,550,1,1,0,Furnished,55,30000
1044,"2 BHK Flat for Rent in Andheri East, Mumbai",Andheri East,Mumbai,750,2,2,0,Furnished,100,75000
1045,2 BHK House for Rent in Jafar Nagar Nagpur,Jafar Nagar,Nagpur,800,2,2,0,Semi-Furnished,12,10000
1046,"2 BHK Flat for Rent in Oberoi Woods, Goregaon East, Mumbai",Goregaon East,Mumbai,890,2,2,0,Furnished,135,120000
1047,"1 BHK Flat for Rent in New Sputnik Apartment, Khar West, Mumbai",Khar West,Mumbai,350,1,1,0,Unfurnished,143,50000
1048,"2 BHK Flat for Rent in Godrej Green Cove, Mahalunge, Pune",Mahalunge,Pune,710,2,2,0,Unfurnished,35,25000
1049,"1 BHK Flat for Rent in Whitefield, Bangalore",Whitefield,Bangalore,680,1,1,0,Furnished,88,60000
1050,"2 BHK Flat for Rent in Dadar West, Mumbai",Dadar West,Mumbai,700,2,2,0,Semi-Furnished,157,110000
1051,"2 BHK Flat for Rent in DDA MIG Flats Pocket F, GTB Enclave, New Delhi",GTB Enclave,New Delhi,90,2,1,0,Semi-Furnished,233,21000
1052,"2 BHK Flat for Rent in Borivali East, Mumbai",Borivali East,Mumbai,720,2,2,0,Unfurnished,57,41000
1053,"4 BHK Villa for Rent in Sai Dwarka Paradise, Kiwale, Dehu Road Pune",Kiwale,Pune,3000,4,5,3,Unfurnished,13,40000
1054,"1 BHK Flat for Rent in Singapura, Bangalore",Singapura,Bangalore,600,1,2,0,Unfurnished,12,7000
1055,"2 BHK Flat for Rent in Vile Parle West, Mumbai",Vile Parle West,Mumbai,900,2,2,0,Furnished,139,130000
1056,"2 BHK Flat for Rent in Uttam Nagar, New Delhi",Uttam Nagar,New Delhi,650,2,1,0,Furnished,22,14000
1057,"2 BHK Flat for Rent in Dharampeth, Nagpur",Dharampeth,Nagpur,1050,2,2,0,Semi-Furnished,17,18000
1058,"2 BHK Flat for Rent in Dhootpapeshwar Prasad , Girgaon, Mumbai",Girgaon,Mumbai,750,2,2,0,Furnished,113,85000
1059,"3 BHK Flat for Rent in Prithvi Layout, Whitefield, Bangalore",Prithvi layout,Bangalore,1830,3,3,2,Semi-Furnished,31,56000
1060,2 BHK House for Rent in Electronic City Bangalore,Electronic City,Bangalore,700,2,2,0,Furnished,17,12000
1061,"2 BHK Flat for Rent in Paschim Vihar, New Delhi",Paschim Vihar,New Delhi,90,2,2,0,Semi-Furnished,233,21000
1062,"3 BHK Flat for Rent in Jayanti Nagari, Manish Nagar, Nagpur",Manish Nagar,Nagpur,1100,3,3,3,Semi-Furnished,23,25000
1063,1 BHK House for Rent in Goregaon East Mumbai,Goregaon East,Mumbai,200,1,1,0,Furnished,65,13000
1064,"1 BHK Flat for Rent in Hsr Layout, Bangalore",HSR Layout,Bangalore,480,1,1,0,Furnished,52,25000
1065,"1 BHK House for Rent in Kale Padal, Hadapsar Pune",Kale Padal,Pune,1000,1,1,0,Semi-Furnished,5,5000
1066,"2 BHK Flat for Rent in Park Infinia, Fursungi, Pune",Phursungi,Pune,876,2,2,0,Unfurnished,25,22000
1067,"2 BHK Flat for Rent in Rahatani, Pune",Rahatni,Pune,1080,2,2,0,Unfurnished,17,18000
1068,3 BHK Villa for Rent in Attibele Anekal Road Bangalore,Attibele Anekal Road,Bangalore,1200,3,3,0,Semi-Furnished,21,25000
1069,"1 BHK Flat for Rent in Yelahanka, Bangalore",Yelahanka,Bangalore,453,1,1,0,Semi-Furnished,55,25000
1070,"2 BHK Flat for Rent in Hubtown Harmony, Matunga, Mumbai",Matunga,Mumbai,426,2,2,0,Semi-Furnished,153,65000
1071,"3 BHK Flat for Rent in Stage 1 Indiranagar, Bangalore",Indira nagar Stage 1,Bangalore,2000,3,3,3,Semi-Furnished,58,120000
1072,2 BHK House for Rent in Rajouri Garden New Delhi,Rajouri Garden,New Delhi,7,2,1,0,Unfurnished,29,22000
1073,2 BHK House for Rent in Vijay Nagar New Delhi,Vijay Nagar,New Delhi,800,2,2,0,Semi-Furnished,25,20000
1074,"4 BHK Flat for Rent in Itpl, Whitefield, Bangalore",ITPL,Bangalore,2525,4,5,2,Semi-Furnished,44,110000
1075,"3 BHK Flat for Rent in Manohar Park, New Delhi",Manohar Park,New Delhi,1050,3,2,2,Unfurnished,29,30000
